name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,now_cost,total_points_roll3,minutes_roll3,ict_index_roll3,season,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles
Kenny Tete,DEF,Fulham,0.0,0,0,2,0,19.8,322,0.11,0.11,0.0,0.0,245,1,0,2.6,6.4,2026-02-07T15:00:00Z,7,9,0,0,0,0,25,0,35121,0,2,1,0.0,1,-1659,428,2087,45,True,0,25,45,5.333333333333333,73.66666666666667,2.3,2025-26,,,,,,,,False,0.0,0.0,1.0,0.0
Kenny Tete,DEF,Fulham,0.0,0,0,3,0,21.0,322,0.07,0.34,0.27,1.37,256,3,0,5.4,24.8,2026-02-11T19:30:00Z,90,13,0,0,0,0,26,0,32862,1,0,3,8.0,1,-2025,233,2258,45,False,0,26,45,2.6666666666666665,46.0,2.066666666666667,2025-26,,,,,,,,False,3.0,7.0,9.0,4.0
Kenny Tete,DEF,Fulham,0.0,0,0,12,0,2.1,322,0.0,0.05,0.05,1.72,268,1,0,2.4,18.6,2026-02-22T14:00:00Z,87,17,0,0,0,0,27,0,32613,1,3,1,3.0,4,-738,466,1204,45,False,0,27,45,1.0,49.0,2.866666666666667,2025-26,,,,,,,,False,6.0,11.0,4.0,5.0
Kenny Tete,DEF,Fulham,0.0,0,0,11,0,11.9,322,0.29,0.45,0.16,0.88,275,1,0,3.7,13.8,2026-03-01T14:00:00Z,90,18,0,0,0,0,28,0,32572,1,1,2,11.0,2,-154,730,884,45,True,0,28,45,2.0,61.333333333333336,3.466666666666667,2025-26,,,,,,,,False,6.0,8.0,5.0,2.0
Kenny Tete,DEF,Fulham,2.2,0,0,12,0,15.1,322,0.04,0.1,0.06,1.09,285,1,0,3.4,12.0,2026-03-04T19:30:00Z,81,19,0,0,0,0,29,0,39719,1,1,0,7.0,2,6475,7414,939,45,True,0,29,45,2.3333333333333335,89.0,3.8333333333333335,2025-26,,,,,,,,False,4.0,5.0,3.0,1.0
Kenny Tete,DEF,Fulham,0.0,0,0,27,1,7.0,322,0.03,0.03,0.0,0.95,298,0,0,2.5,18.0,2026-03-15T14:00:00Z,90,16,0,0,0,0,30,0,40165,1,0,0,0.0,6,828,2156,1328,45,False,0,30,45,2.6666666666666665,86.0,3.1666666666666665,2025-26,,,,,,,,False,6.0,8.0,4.0,2.0
Alex Iwobi,MID,Fulham,4.5,1,2,23,0,21.9,324,0.25,0.32,0.07,1.63,17,1,0,6.4,24.8,2025-08-24T15:30:00Z,90,14,0,0,0,0,2,0,141665,1,1,1,17.0,7,-24950,3160,28110,65,True,0,2,65,2.0,65.0,5.1,2025-26,,,,,,,,False,2.0,4.0,2.0,0.0
Alex Iwobi,MID,Fulham,2.8,0,0,4,0,9.8,324,0.05,0.08,0.03,2.31,23,2,0,1.5,4.0,2025-08-30T11:30:00Z,83,7,0,0,0,0,3,0,148277,1,0,2,1.0,1,-1357,13817,15174,65,False,1,3,65,4.5,77.5,5.75,2025-26,,,,,,,,False,1.0,9.0,5.0,3.0
Alex Iwobi,MID,Fulham,4.2,0,0,6,1,3.3,324,0.02,0.02,0.0,0.76,37,0,0,0.6,2.4,2025-09-13T14:00:00Z,75,11,0,0,0,0,4,0,174341,1,0,1,0.0,3,13867,37244,23377,65,True,0,4,65,3.3333333333333335,79.33333333333333,4.333333333333333,2025-26,,,,,,,,False,0.0,4.0,3.0,1.0
Alex Iwobi,MID,Fulham,5.7,1,3,47,0,38.3,324,0.2,0.38,0.18,0.52,45,1,1,11.7,59.8,2025-09-20T19:00:00Z,79,5,0,0,0,0,5,0,165302,1,1,3,19.0,13,-6096,13198,19294,65,True,0,5,65,3.6666666666666665,82.66666666666667,2.8333333333333335,2025-26,,,,,,,,False,0.0,5.0,5.0,0.0
Alex Iwobi,MID,Fulham,6.0,0,0,7,0,7.8,324,0.18,0.18,0.0,1.11,51,3,0,1.0,2.6,2025-09-28T13:00:00Z,64,2,0,0,0,0,6,0,212559,1,1,3,0.0,2,42466,60486,18020,65,False,0,6,65,5.666666666666667,79.0,4.6,2025-26,,,,,,,,False,0.0,3.0,3.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,15,0,38.4,324,0.12,0.23,0.11,0.6,63,2,0,6.3,13.8,2025-10-03T19:00:00Z,85,4,0,0,0,0,7,0,211328,1,1,3,11.0,2,-993,20706,21699,65,False,0,7,65,6.0,72.66666666666667,4.433333333333333,2025-26,,,,,,,,False,0.0,7.0,7.0,0.0
Alex Iwobi,MID,Fulham,2.2,0,0,22,0,47.0,324,0.11,0.11,0.0,1.87,74,1,0,7.8,25.2,2025-10-18T16:30:00Z,90,1,0,0,0,0,8,0,188674,1,1,0,6.0,4,-23763,9691,33454,65,True,0,8,65,5.666666666666667,76.0,6.333333333333333,2025-26,,,,,,,,False,5.0,12.0,3.0,4.0
Alex Iwobi,MID,Fulham,2.3,0,0,6,0,5.7,324,0.01,0.11,0.1,2.12,89,2,0,2.0,0.8,2025-10-25T14:00:00Z,90,15,0,0,0,0,9,0,183794,1,1,2,13.0,1,-6583,9481,16064,65,False,1,9,65,2.6666666666666665,79.66666666666667,5.033333333333333,2025-26,,,,,,,,False,0.0,4.0,4.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,17,1,66.0,324,0.3,0.32,0.02,0.17,94,0,0,9.3,18.2,2025-11-01T15:00:00Z,88,20,0,0,0,0,10,0,226085,1,0,3,9.0,3,27891,46655,18764,65,True,0,10,65,2.3333333333333335,88.33333333333333,5.366666666666667,2025-26,,,,,,,,False,3.0,7.0,4.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,18,0,21.6,324,0.06,0.09,0.03,1.44,105,2,0,5.8,15.2,2025-11-08T15:00:00Z,90,9,0,0,0,0,11,0,187248,1,0,2,21.0,2,-26850,5747,32597,65,False,0,11,65,2.6666666666666665,89.33333333333333,6.366666666666667,2025-26,,,,,,,,False,1.0,4.0,1.0,2.0
Alex Iwobi,MID,Fulham,0.0,0,0,13,1,4.0,324,0.04,0.11,0.07,0.17,115,0,0,3.6,12.2,2025-11-22T15:00:00Z,88,17,0,0,0,0,12,0,177378,1,0,1,20.0,3,-11479,7442,18921,65,True,0,12,65,2.0,89.33333333333333,5.7,2025-26,,,,,,,,False,2.0,11.0,6.0,3.0
Alex Iwobi,MID,Fulham,0.0,0,0,14,0,1.2,324,0.01,0.01,0.0,0.86,129,1,0,1.3,11.8,2025-11-29T20:00:00Z,86,18,0,0,0,0,13,0,154651,1,2,1,0.0,2,-21251,1767,23018,64,False,0,13,64,2.6666666666666665,88.66666666666667,6.233333333333333,2025-26,,,,,,,,False,2.0,8.0,4.0,2.0
Alex Iwobi,MID,Fulham,0.0,0,0,31,0,15.8,324,0.14,0.19,0.05,2.17,135,5,1,7.0,42.8,2025-12-02T19:30:00Z,90,13,0,0,0,0,14,0,145644,1,5,4,11.0,7,-11262,1322,12584,64,True,0,14,64,2.3333333333333335,88.0,3.5666666666666664,2025-26,,,,,,,,False,0.0,5.0,5.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,19,0,38.5,324,0.31,0.4,0.09,1.65,145,2,0,7.3,17.2,2025-12-07T16:30:00Z,88,8,0,0,0,0,15,0,150939,1,2,1,17.0,2,4042,9608,5566,64,True,0,15,64,4.0,88.0,3.966666666666667,2025-26,,,,,,,,False,0.0,6.0,3.0,3.0
Alex Iwobi,MID,Fulham,0.0,0,0,11,0,1.3,324,0.01,0.01,0.0,1.93,153,1,0,0.6,4.4,2025-12-13T17:30:00Z,78,3,0,0,0,0,16,0,171886,1,3,2,0.0,2,18760,35951,17191,64,False,0,16,64,3.6666666666666665,88.0,5.2,2025-26,,,,,,,,False,2.0,8.0,6.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,10,0,15.2,324,0.01,0.04,0.03,1.59,227,1,0,2.7,7.4,2026-01-24T15:00:00Z,87,6,0,0,0,0,23,0,93116,1,1,2,4.0,2,4073,5005,932,63,True,0,23,63,3.6666666666666665,85.33333333333333,4.966666666666667,2025-26,,,,,,,,False,2.0,6.0,4.0,0.0
Alex Iwobi,MID,Fulham,1.0,0,0,16,0,39.4,324,0.49,0.52,0.03,1.79,236,3,0,6.4,17.6,2026-02-01T14:00:00Z,90,14,0,0,0,0,24,0,93050,1,2,3,7.0,2,29,2583,2554,63,False,0,24,63,2.0,84.33333333333333,3.533333333333333,2025-26,,,,,,,,False,1.0,7.0,6.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,2,20,0,39.0,324,0.53,0.53,0.0,1.88,245,2,0,5.8,15.0,2026-02-07T15:00:00Z,90,9,0,0,0,0,25,0,95454,1,2,1,4.0,4,1796,3453,1657,63,True,0,25,63,2.0,85.0,3.233333333333333,2025-26,,,,,,,,False,1.0,8.0,5.0,2.0
Alex Iwobi,MID,Fulham,0.0,0,0,9,0,3.0,324,0.02,0.07,0.05,1.37,256,3,0,1.0,2.2,2026-02-11T19:30:00Z,90,13,0,0,0,0,26,0,94387,1,0,3,5.0,2,-745,1773,2518,63,False,0,26,63,2.6666666666666665,89.0,4.966666666666667,2025-26,,,,,,,,False,0.0,4.0,4.0,0.0
Alex Iwobi,MID,Fulham,0.0,1,3,48,0,40.7,324,0.19,0.48,0.29,1.72,268,1,1,12.1,58.4,2026-02-22T14:00:00Z,87,17,0,0,0,0,27,0,95272,1,3,1,22.0,13,544,2082,1538,63,False,0,27,63,2.6666666666666665,90.0,4.3999999999999995,2025-26,,,,,,,,False,0.0,2.0,2.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,3,50,0,52.7,324,0.14,0.2,0.06,0.8,275,1,1,12.4,56.6,2026-03-01T14:00:00Z,89,18,0,0,0,0,28,0,115433,1,1,2,15.0,10,18451,19770,1319,63,True,0,28,63,6.333333333333333,89.0,6.3,2025-26,,,,,,,,False,2.0,10.0,6.0,2.0
Alex Iwobi,MID,Fulham,6.8,0,0,12,0,25.8,324,0.07,0.11,0.04,1.09,285,1,0,6.2,12.0,2026-03-04T19:30:00Z,90,19,0,0,0,0,29,0,266918,1,1,0,24.0,2,142132,145166,3034,63,True,0,29,63,8.333333333333334,88.66666666666667,8.5,2025-26,,,,,,,,False,3.0,8.0,5.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,13,1,20.9,324,0.23,0.23,0.0,0.95,298,0,0,3.6,9.2,2026-03-15T14:00:00Z,90,16,0,0,0,0,30,0,311449,1,0,0,6.0,3,50757,66864,16107,64,False,0,30,64,8.333333333333334,88.66666666666667,10.233333333333333,2025-26,,,,,,,,False,2.0,6.0,4.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,9,0,41.2,324,0.26,0.34,0.08,1.24,305,1,0,5.5,7.0,2026-03-21T15:00:00Z,90,3,0,0,0,0,31,0,456843,1,1,3,7.0,1,47700,58346,10646,64,True,1,31,64,5.0,89.66666666666667,7.3999999999999995,2025-26,,,,,,,,False,1.0,9.0,8.0,0.0
Alex Iwobi,MID,Fulham,0.0,0,0,20,0,32.7,324,0.32,0.36,0.04,1.59,316,2,0,8.7,27.4,2026-04-11T16:30:00Z,90,12,0,0,0,0,32,0,293768,1,0,2,27.0,2,-61732,4946,66678,64,False,0,32,64,2.0,90.0,5.1000000000000005,2025-26,,,,,,,,False,3.0,9.0,5.0,1.0
Alex Iwobi,MID,Fulham,0.0,0,0,8,0,13.2,324,0.07,0.1,0.03,0.3,322,0,0,3.0,8.6,2026-04-18T11:30:00Z,42,5,0,0,0,0,33,0,234331,1,0,0,8.0,1,-41582,3761,45343,63,False,0,33,63,2.0,90.0,5.933333333333334,2025-26,,,,,,,,False,1.0,7.0,3.0,3.0
Alex Iwobi,MID,Fulham,0.0,0,0,15,0,11.5,324,0.11,0.35,0.24,0.71,370,1,0,5.3,11.8,2026-05-17T14:00:00Z,66,20,0,0,0,0,37,0,145882,1,1,1,30.0,2,-6683,683,7366,61,False,0,37,61,1.3333333333333333,74.0,5.733333333333333,2025-26,,,,,,,,False,0.0,5.0,5.0,0.0
Alex Iwobi,MID,Fulham,1.2,0,0,15,1,43.0,324,0.17,0.43,0.26,0.31,374,0,0,9.4,13.2,2026-05-24T15:00:00Z,90,15,0,0,0,0,38,0,145619,1,0,2,38.0,3,-497,2910,3407,61,True,0,38,61,1.6666666666666667,66.0,5.666666666666667,2025-26,,,,,,,,False,1.0,8.0,6.0,1.0
Emile Smith Rowe,MID,Fulham,3.5,0,0,21,0,3.6,325,0.02,0.72,0.7,0.11,17,0,1,7.4,32.8,2025-08-24T15:30:00Z,19,14,0,0,0,0,2,0,83859,0,1,1,38.0,6,-20929,2640,23569,59,True,0,2,59,1.0,13.0,0.4,2025-26,,,,,,,,False,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,2.2,0,0,4,0,12.3,325,0.03,0.03,0.0,0.12,23,0,0,1.6,3.8,2025-08-30T11:30:00Z,23,7,0,0,0,0,3,0,88983,0,0,2,0.0,1,-562,11247,11809,59,False,0,3,59,3.5,16.0,3.9000000000000004,2025-26,,,,,,,,False,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,3.2,0,0,2,0,4.8,325,0.0,0.0,0.0,0.05,37,0,0,0.6,1.0,2025-09-13T14:00:00Z,30,11,0,0,0,0,4,0,92076,0,0,1,0.0,1,-1428,13014,14442,59,True,0,4,59,2.6666666666666665,18.333333333333332,3.1333333333333333,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,1.0,0,0,4,0,0.3,325,0.0,0.0,0.0,0.08,45,0,0,0.3,2.2,2025-09-20T19:00:00Z,10,5,0,0,0,0,5,0,83313,0,1,3,0.0,1,-8870,4749,13619,59,True,0,5,59,2.6666666666666665,24.0,3.1999999999999997,2025-26,,,,,,,,False,0.0,2.0,1.0,1.0
Emile Smith Rowe,MID,Fulham,1.0,0,0,3,0,3.0,325,0.01,0.01,0.0,0.0,51,0,0,0.4,1.4,2025-09-28T13:00:00Z,25,2,0,0,0,0,6,0,73619,0,1,3,0.0,1,-10239,2814,13053,58,False,0,6,58,1.0,21.0,0.8333333333333334,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,3,0,2.3,325,0.01,0.01,0.0,0.52,63,1,0,0.3,0.6,2025-10-03T19:00:00Z,4,4,0,0,0,0,7,0,68553,0,1,3,0.0,1,-5794,1666,7460,58,False,0,7,58,1.0,21.666666666666668,0.43333333333333335,2025-26,,,,,,,,False,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,0.5,0,0,2,0,2.5,325,0.0,0.0,0.0,0.73,74,0,0,0.4,1.0,2025-10-18T16:30:00Z,26,1,0,0,0,0,8,0,61452,0,1,0,0.0,1,-7685,1219,8904,57,True,0,8,57,1.0,13.0,0.3333333333333333,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,1.0,0,0,5,0,13.9,325,0.03,0.13,0.1,0.93,89,1,0,4.0,10.8,2025-10-25T14:00:00Z,45,15,0,0,0,0,9,0,58453,1,1,2,15.0,1,-3372,951,4323,57,False,0,9,57,1.0,18.333333333333332,0.3666666666666667,2025-26,,,,,,,,False,3.0,4.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,5,0,13.3,325,0.03,0.16,0.13,0.07,94,0,0,2.6,3.6,2025-11-01T15:00:00Z,18,20,0,0,0,0,10,0,53560,0,0,3,9.0,1,-5129,1291,6420,57,True,0,10,57,1.0,25.0,1.5666666666666667,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,2,0,0.0,325,0.0,0.0,0.0,0.27,105,0,0,0.0,0.0,2025-11-08T15:00:00Z,3,9,0,0,0,0,11,0,51728,0,0,2,0.0,1,-2054,1124,3178,56,False,0,11,56,1.0,29.666666666666668,2.3333333333333335,2025-26,,,,,,,,False,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,1,0,12.7,325,0.15,0.29,0.14,0.01,115,0,0,2.6,0.0,2025-11-22T15:00:00Z,26,17,0,0,0,0,12,0,51130,0,0,1,14.0,1,-980,1369,2349,56,True,0,12,56,1.0,22.0,2.1999999999999997,2025-26,,,,,,,,False,0.0,2.0,2.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,8,0,0.5,325,0.01,0.1,0.09,0.36,129,0,0,1.4,6.4,2025-11-29T20:00:00Z,22,18,0,0,0,0,13,0,49696,0,2,1,7.0,1,-1501,661,2162,56,False,0,13,56,1.0,15.666666666666666,1.7333333333333334,2025-26,,,,,,,,False,0.0,3.0,0.0,3.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,31,0,5.0,325,0.02,0.2,0.18,2.17,135,5,1,8.0,36.4,2025-12-02T19:30:00Z,73,13,0,0,0,0,14,0,49110,1,5,4,39.0,7,-741,634,1375,56,True,0,14,56,1.0,17.0,1.3333333333333333,2025-26,,,,,,,,False,2.0,3.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,8,0,3.3,325,0.01,0.28,0.27,0.98,145,1,0,3.3,6.0,2025-12-07T16:30:00Z,67,8,0,0,0,0,15,0,56035,1,2,1,24.0,2,6139,7253,1114,56,True,0,15,56,3.0,40.333333333333336,4.0,2025-26,,,,,,,,False,2.0,5.0,3.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,1,35,0,7.3,325,0.02,0.73,0.71,2.46,153,2,1,8.1,36.8,2025-12-13T17:30:00Z,88,3,0,0,0,0,16,0,76150,1,3,2,37.0,8,19045,23062,4017,56,False,0,16,56,3.3333333333333335,54.0,4.233333333333333,2025-26,,,,,,,,False,1.0,6.0,3.0,2.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,17,1,14.3,325,0.03,0.03,0.0,0.6,165,0,0,2.2,5.6,2025-12-22T20:00:00Z,84,16,0,0,0,0,17,0,110137,1,0,1,2.0,3,32378,37874,5496,56,True,0,17,56,5.666666666666667,76.0,6.466666666666666,2025-26,,,,,,,,False,1.0,11.0,10.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,8,1,27.3,325,0.04,0.07,0.03,0.91,180,0,0,4.7,9.6,2025-12-27T15:00:00Z,81,19,0,0,0,0,18,0,129561,1,1,0,10.0,3,15421,21905,6484,56,False,0,18,56,4.333333333333333,79.66666666666667,4.533333333333334,2025-26,,,,,,,,False,3.0,8.0,4.0,1.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,15,0,42.7,325,0.16,0.6,0.44,1.62,185,1,0,7.4,14.2,2026-01-01T17:30:00Z,90,8,0,0,0,0,19,0,113026,1,1,1,17.0,1,-7113,5165,12278,56,False,1,19,56,4.666666666666667,84.33333333333333,5.0,2025-26,,,,,,,,False,3.0,8.0,4.0,1.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,14,0,5.8,325,0.01,0.01,0.0,1.0,195,1,0,1.6,7.8,2026-01-04T15:15:00Z,73,12,0,0,0,0,20,0,105804,1,2,2,2.0,2,-9796,3078,12874,56,True,0,20,56,2.3333333333333335,85.0,4.7666666666666675,2025-26,,,,,,,,False,5.0,7.0,2.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,1,0,23,0,18.0,325,0.05,0.1,0.05,2.33,207,1,0,3.9,11.6,2026-01-07T19:30:00Z,82,7,0,0,0,0,21,0,96537,1,1,2,9.0,5,-9646,2188,11834,56,True,0,21,56,2.0,81.33333333333333,4.566666666666667,2025-26,,,,,,,,False,3.0,10.0,5.0,2.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,11,1,14.2,325,0.03,0.08,0.05,0.83,214,0,0,2.7,12.0,2026-01-17T15:00:00Z,76,11,0,0,0,0,22,0,95107,1,0,1,1.0,3,-2449,5739,8188,56,False,0,22,56,2.6666666666666665,81.66666666666667,4.300000000000001,2025-26,,,,,,,,False,3.0,10.0,3.0,4.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,8,0,4.8,325,0.01,0.01,0.0,1.33,227,1,0,0.9,3.8,2026-01-24T15:00:00Z,68,6,0,0,0,0,23,0,83729,1,1,2,0.0,2,-11202,504,11706,56,True,0,23,56,3.3333333333333335,77.0,2.7333333333333343,2025-26,,,,,,,,False,1.0,2.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,3.0,0,0,14,0,4.2,325,0.04,0.07,0.03,1.1,236,2,0,1.3,2.4,2026-02-01T14:00:00Z,70,14,0,0,0,0,24,0,78540,1,2,3,6.0,2,-5445,1952,7397,56,False,0,24,56,3.3333333333333335,75.33333333333333,2.500000000000001,2025-26,,,,,,,,False,1.0,7.0,5.0,1.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,12,0,14.8,325,0.17,0.63,0.46,1.88,245,1,0,4.9,9.6,2026-02-07T15:00:00Z,82,9,0,0,0,0,25,0,77230,1,2,1,25.0,2,-1668,2496,4164,56,True,0,25,56,2.3333333333333335,71.33333333333333,1.633333333333334,2025-26,,,,,,,,False,1.0,4.0,1.0,2.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,4,0,1.8,325,0.02,0.07,0.05,1.37,256,3,0,0.8,2.2,2026-02-11T19:30:00Z,59,13,0,0,0,0,26,0,72090,1,0,3,4.0,1,-4783,1169,5952,56,False,0,26,56,2.0,73.33333333333333,2.3666666666666676,2025-26,,,,,,,,False,1.0,3.0,1.0,1.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,9,0,12.5,325,0.03,0.03,0.0,1.72,268,1,0,2.2,9.4,2026-02-22T14:00:00Z,87,17,0,0,0,0,27,0,70852,1,3,1,0.0,2,-1959,1232,3191,56,False,0,27,56,1.6666666666666667,70.33333333333333,2.333333333333334,2025-26,,,,,,,,False,1.0,8.0,4.0,3.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,3,0,3.0,325,0.02,0.51,0.49,0.65,275,1,0,3.5,7.2,2026-03-01T14:00:00Z,71,18,0,0,0,0,28,0,70417,1,1,2,25.0,2,-645,1315,1960,56,True,0,28,56,1.6666666666666667,76.0,2.633333333333334,2025-26,,,,,,,,False,2.0,4.0,1.0,1.0
Emile Smith Rowe,MID,Fulham,1.5,0,0,6,0,6.1,325,0.01,0.2,0.19,0.14,285,1,0,4.7,5.8,2026-03-04T19:30:00Z,29,19,0,0,0,0,29,0,71378,0,1,0,35.0,1,720,2809,2089,56,True,0,29,56,1.6666666666666667,72.33333333333333,2.1666666666666674,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,5,0,31.0,325,0.05,0.05,0.0,0.12,305,0,0,4.1,6.4,2026-03-21T15:00:00Z,8,3,0,0,0,0,31,0,66161,0,1,3,4.0,1,-2542,493,3035,56,True,0,31,56,1.6666666666666667,62.333333333333336,3.4666666666666672,2025-26,,,,,,,,False,0.0,0.0,0.0,0.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,0,0,2.7,325,0.01,0.23,0.22,0.78,316,0,0,2.5,5.4,2026-04-11T16:30:00Z,45,12,0,0,0,0,32,0,66410,0,0,2,17.0,1,-1591,578,2169,56,False,0,32,56,1.3333333333333333,36.0,4.1000000000000005,2025-26,,,,,,,,False,2.0,4.0,0.0,2.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,11,1,16.7,325,0.04,0.04,0.0,0.64,322,0,0,2.7,6.2,2026-04-18T11:30:00Z,66,5,0,0,0,0,33,0,64969,1,0,0,4.0,3,-1223,600,1823,56,False,0,33,56,1.0,27.333333333333332,3.766666666666667,2025-26,,,,,,,,False,2.0,4.0,1.0,1.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,8,1,4.1,325,0.02,0.06,0.04,0.62,335,0,0,1.9,7.2,2026-04-25T11:30:00Z,75,2,0,0,0,0,34,0,66552,1,0,1,8.0,3,757,1747,990,56,True,0,34,56,1.6666666666666667,39.666666666666664,3.1,2025-26,,,,,,,,False,2.0,6.0,1.0,3.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,13,0,6.8,325,0.02,0.08,0.06,2.92,341,3,0,1.8,2.6,2026-05-02T16:30:00Z,77,1,0,0,0,0,35,0,65433,1,0,3,9.0,2,-731,892,1623,56,False,0,35,56,2.3333333333333335,62.0,2.366666666666667,2025-26,,,,,,,,False,1.0,6.0,4.0,1.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,5,0,1.5,325,0.0,0.09,0.09,0.14,354,0,0,1.3,2.0,2026-05-09T14:00:00Z,45,4,0,0,0,0,36,0,65495,1,1,0,9.0,1,-37,1543,1580,56,True,0,36,56,2.6666666666666665,72.66666666666667,2.133333333333334,2025-26,,,,,,,,False,1.0,5.0,2.0,2.0
Emile Smith Rowe,MID,Fulham,0.0,0,0,18,0,5.5,325,0.02,0.06,0.04,1.14,370,1,0,4.1,10.2,2026-05-17T14:00:00Z,78,20,0,0,0,0,37,0,66660,1,1,1,25.0,2,938,2240,1302,56,False,0,37,56,2.0,65.66666666666667,1.6666666666666672,2025-26,,,,,,,,False,0.0,7.0,5.0,2.0
Emile Smith Rowe,MID,Fulham,2.0,0,0,11,1,5.4,325,0.0,0.06,0.06,0.17,374,0,0,2.0,7.4,2026-05-24T15:00:00Z,71,15,0,0,0,0,38,0,66317,1,0,2,7.0,3,-174,1297,1471,56,True,0,38,56,1.6666666666666667,66.66666666666667,2.4000000000000004,2025-26,,,,,,,,False,1.0,4.0,1.0,2.0
Adama Traoré Diarra,MID,Fulham,0.2,0,0,5,0,14.7,326,0.07,0.07,0.0,0.04,23,0,0,2.5,4.2,2025-08-30T11:30:00Z,6,7,0,0,0,0,3,0,25759,0,0,2,6.0,1,-4819,782,5601,54,False,0,3,54,1.0,24.0,0.0,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Adama Traoré Diarra,MID,Fulham,1.2,0,0,0,0,0.6,326,0.01,0.05,0.04,0.05,37,0,0,0.4,0.0,2025-09-13T14:00:00Z,30,11,0,0,0,0,4,0,24093,0,0,1,6.0,1,-2717,1002,3719,54,True,0,4,54,1.0,15.0,1.25,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Adama Traoré Diarra,MID,Fulham,1.0,0,0,8,0,33.3,326,0.41,0.41,0.0,1.11,51,3,0,4.5,7.6,2025-09-28T13:00:00Z,79,2,0,0,0,0,6,0,21210,0,1,3,4.0,2,-1658,787,2445,53,False,0,6,53,1.0,20.0,0.9666666666666667,2025-26,,,,,,,,False,0.0,3.0,3.0,0.0
Adama Traoré Diarra,MID,Fulham,0.0,0,0,4,0,0.9,326,0.01,0.01,0.0,0.52,63,1,0,0.5,2.2,2025-10-03T19:00:00Z,4,4,0,0,0,0,7,0,20764,0,1,3,2.0,1,-779,647,1426,53,False,0,7,53,1.3333333333333333,38.333333333333336,2.466666666666667,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
Adama Traoré Diarra,MID,Fulham,0.8,0,0,3,0,1.8,326,0.01,0.05,0.04,0.57,74,0,0,1.0,1.2,2025-10-18T16:30:00Z,8,1,0,0,0,0,8,0,19836,0,1,0,7.0,1,-1224,549,1773,52,True,0,8,52,1.3333333333333333,37.666666666666664,1.8,2025-26,,,,,,,,False,0.0,1.0,1.0,0.0
