name,position,team,xP,assists,bonus,bps,clean_sheets,creativity,element,expected_assists,expected_goal_involvements,expected_goals,expected_goals_conceded,fixture,goals_conceded,goals_scored,ict_index,influence,kickoff_time,minutes,opponent_team,own_goals,penalties_missed,penalties_saved,red_cards,round,saves,selected,starts,team_a_score,team_h_score,threat,total_points,transfers_balance,transfers_in,transfers_out,value,was_home,yellow_cards,GW,now_cost,total_points_roll3,minutes_roll3,ict_index_roll3,season,mng_clean_sheets,mng_draw,mng_goals_scored,mng_loss,mng_underdog_draw,mng_underdog_win,mng_win,modified,clearances_blocks_interceptions,defensive_contribution,recoveries,tackles
Cédric Alves Soares,DEF,Arsenal,1.0,0,0,3,0,1.3,2,0.01,0.01,0.0,0.15,242,0,0,0.2,0.6,2024-02-17T15:00:00Z,21,6,0,0,0,0,25,0,40285,0,5,0,0.0,1,-363,696,1059,39,False,0,25,39,1.0,13.0,0.1,2023-24,,,,,,,,,,,,
Cédric Alves Soares,DEF,Arsenal,2.3,0,0,9,0,2.3,2,0.01,0.01,0.0,0.11,269,0,0,0.3,1.0,2024-03-04T20:00:00Z,25,17,0,0,0,0,27,0,41624,0,6,0,0.0,1,1809,2886,1077,38,False,0,27,38,1.0,17.0,0.15000000000000002,2023-24,,,,,,,,,,,,
Mohamed Elneny,MID,Arsenal,0.7,0,0,1,0,1.3,3,0.01,0.09,0.08,0.13,239,0,0,1.1,2.0,2024-02-11T14:00:00Z,23,19,0,0,0,0,24,0,7344,0,6,0,8.0,1,-59,70,129,44,False,0,24,44,4.0,1.0,0.4,2023-24,,,,,,,,,,,,
Mohamed Elneny,MID,Arsenal,0.0,0,0,3,0,0.3,3,0.0,0.0,0.0,0.0,251,0,0,0.1,0.2,2024-02-24T20:00:00Z,1,15,0,0,0,0,26,0,7391,0,1,4,0.0,1,-71,116,187,44,True,0,26,44,2.5,12.0,0.75,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,2.8,1,0,15,0,12.2,4,0.01,0.01,0.0,0.06,31,0,0,3.4,18.0,2023-09-03T15:30:00Z,13,14,0,0,0,0,4,0,11354,0,1,3,4.0,4,1049,1919,870,54,True,0,4,54,7.0,34.0,6.3,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,4.0,0,0,6,1,11.7,4,0.06,0.43,0.37,0.2,43,0,0,3.7,0.2,2023-09-17T15:30:00Z,79,9,0,0,0,0,5,0,12876,1,1,0,25.0,3,683,1862,1179,54,False,0,5,54,5.5,23.5,4.85,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,4.3,0,0,0,0,1.3,4,0.0,0.0,0.0,0.9,51,1,0,0.5,0.0,2023-09-24T13:00:00Z,45,18,0,0,0,0,6,0,14006,1,2,2,4.0,1,818,1881,1063,54,True,0,6,54,4.666666666666667,42.0,4.466666666666667,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,1.7,0,0,2,0,16.0,4,0.03,0.03,0.0,0.0,62,0,0,2.0,4.4,2023-09-30T14:00:00Z,14,3,0,0,0,0,7,0,14358,0,4,0,0.0,1,130,2573,2443,54,False,0,7,54,2.6666666666666665,45.666666666666664,2.533333333333333,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,3.0,0,0,22,0,5.6,4,0.02,0.81,0.79,0.0,91,0,1,5.8,33.4,2023-10-28T14:00:00Z,17,17,0,0,0,0,10,0,12005,0,0,5,19.0,6,-882,209,1091,54,True,0,10,54,1.6666666666666667,46.0,2.0666666666666664,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,2.3,0,0,2,0,1.2,4,0.01,0.01,0.0,0.0,107,0,0,0.2,0.4,2023-11-04T17:30:00Z,11,15,0,0,0,0,11,0,12276,0,0,1,0.0,1,76,604,528,54,False,0,11,54,2.6666666666666665,25.333333333333332,2.766666666666667,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,2.7,0,0,-7,0,0.3,4,0.0,0.0,0.0,0.07,111,0,0,0.0,0.0,2023-11-11T15:00:00Z,23,6,0,0,0,1,12,0,12399,0,1,3,0.0,-2,16,621,605,54,True,0,12,54,2.6666666666666665,14.0,2.6666666666666665,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,1.7,0,0,3,0,14.1,4,0.23,0.23,0.0,0.2,269,0,0,1.9,2.8,2024-03-04T20:00:00Z,45,17,0,0,0,0,27,0,8492,0,6,0,2.0,1,-8,25,33,54,False,0,27,54,1.6666666666666667,17.0,2.0000000000000004,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,1.2,0,0,2,0,0.3,4,0.01,0.01,0.0,0.15,312,0,0,0.0,0.0,2024-04-06T16:30:00Z,1,5,0,0,0,0,32,0,8600,0,3,0,0.0,1,-24,15,39,54,False,0,32,54,0.0,26.333333333333332,0.7000000000000002,2023-24,,,,,,,,,,,,
Fábio Ferreira Vieira,MID,Arsenal,2.6,0,0,0,0,10.8,4,0.05,0.1,0.05,0.0,281,0,0,1.7,0.6,2024-04-23T19:00:00Z,8,7,0,0,0,0,34,0,8627,0,0,5,6.0,1,-16,27,43,54,True,0,34,54,0.0,23.0,0.6333333333333336,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,1.5,0,0,5,0,0.0,5,0.0,0.0,0.0,0.73,12,0,0,1.3,13.0,2023-08-21T19:00:00Z,20,8,0,0,0,0,2,0,2639445,0,1,0,0.0,1,-223848,61796,285644,50,False,0,2,50,1.0,4.0,0.0,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,1.0,0,0,16,0,2.2,5,0.01,0.01,0.0,0.96,31,1,0,2.3,21.2,2023-09-03T15:30:00Z,90,14,0,0,0,0,4,0,1453168,1,1,3,0.0,2,-595383,13908,609291,48,True,0,4,48,1.0,12.0,0.65,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,2.5,0,0,23,1,4.2,5,0.02,0.02,0.0,0.3,43,0,0,2.4,19.6,2023-09-17T15:30:00Z,90,9,0,0,0,0,5,0,1350616,1,1,0,0.0,5,-128729,32915,161644,48,False,1,5,48,1.3333333333333333,38.0,1.2,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,2.5,0,0,11,0,1.7,5,0.01,0.08,0.07,1.5,51,2,0,1.8,7.8,2023-09-24T13:00:00Z,90,18,0,0,0,0,6,0,1293725,1,2,2,8.0,1,-62499,21035,83534,48,True,0,6,48,2.6666666666666665,66.66666666666667,2.0,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.5,0,0,25,1,0.3,5,0.0,0.0,0.0,0.69,62,0,0,2.5,24.8,2023-09-30T14:00:00Z,90,3,0,0,0,0,7,0,1281517,1,4,0,0.0,6,-21721,54236,75957,47,False,0,7,47,2.6666666666666665,90.0,2.1666666666666665,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.5,0,2,27,1,1.3,5,0.0,0.0,0.0,0.55,71,0,0,1.3,11.2,2023-10-08T15:30:00Z,90,13,0,0,0,0,8,0,1226108,1,0,1,0.0,8,-49011,80932,129943,47,True,0,8,47,4.0,90.0,2.2333333333333334,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.5,0,0,11,0,2.1,5,0.01,0.14,0.13,1.36,84,2,0,3.0,10.4,2023-10-21T16:30:00Z,90,7,0,0,0,0,9,0,1303504,1,2,2,17.0,1,61588,106197,44609,47,False,0,9,47,5.0,90.0,1.866666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,1.0,0,0,12,0,2.0,5,0.03,0.03,0.0,1.09,107,1,0,2.3,19.0,2023-11-04T17:30:00Z,90,15,0,0,0,0,11,0,1431782,1,0,1,2.0,2,-102642,26641,129283,48,False,0,11,48,5.0,90.0,2.2666666666666666,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,2.3,0,0,10,0,12.8,5,0.03,0.17,0.14,0.3,111,1,0,4.2,10.6,2023-11-11T15:00:00Z,90,6,0,0,0,0,12,0,1534828,1,1,3,19.0,2,94101,130796,36695,48,True,0,12,48,3.6666666666666665,90.0,2.1999999999999997,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,3.8,0,0,23,1,2.8,5,0.02,0.08,0.06,1.11,121,0,0,2.3,13.2,2023-11-25T17:30:00Z,90,4,0,0,0,0,13,0,1579515,1,1,0,7.0,6,41771,85361,43590,48,False,0,13,48,1.6666666666666667,90.0,3.1666666666666665,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,3.5,0,0,15,0,11.8,5,0.01,0.36,0.35,0.71,131,1,0,3.4,8.6,2023-12-02T15:00:00Z,90,20,0,0,0,0,14,0,1636459,1,1,2,14.0,2,53508,76716,23208,49,True,0,14,49,3.3333333333333335,90.0,2.9333333333333336,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,3.8,0,0,12,0,1.5,5,0.02,0.02,0.0,0.5,146,3,0,1.9,15.0,2023-12-05T20:15:00Z,90,12,0,0,0,0,15,0,1654121,1,4,3,2.0,1,16951,44067,27116,49,False,0,15,49,3.3333333333333335,90.0,3.3000000000000003,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,3.1,0,0,18,0,14.0,5,0.01,0.01,0.0,0.51,151,1,0,4.2,28.2,2023-12-09T17:30:00Z,90,2,0,0,0,0,16,0,1609736,1,0,1,0.0,2,-43088,13305,56393,49,False,0,16,49,3.0,90.0,2.533333333333333,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,3.9,0,0,24,1,2.1,5,0.05,0.11,0.06,0.69,161,0,0,3.1,10.0,2023-12-17T14:00:00Z,90,5,0,0,0,0,17,0,1588625,1,0,2,19.0,6,-21353,19918,41271,49,True,0,17,49,1.6666666666666667,90.0,3.1666666666666665,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.5,0,2,25,0,0.2,5,0.0,0.12,0.12,0.95,174,1,1,7.3,56.0,2023-12-23T17:30:00Z,90,11,0,0,0,0,18,0,1567349,1,1,1,17.0,10,-16778,14519,31297,49,False,0,18,49,3.0,90.0,3.0666666666666664,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.2,0,0,18,0,12.2,5,0.1,0.29,0.19,1.48,181,2,0,4.0,20.4,2023-12-28T20:15:00Z,90,19,0,0,0,0,19,0,1755052,1,2,0,7.0,1,168680,178016,9336,49,True,0,19,49,6.0,90.0,4.866666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.0,0,0,19,0,3.7,5,0.02,0.02,0.0,1.34,193,2,0,3.7,33.0,2023-12-31T14:00:00Z,90,10,0,0,0,0,20,0,1825195,1,1,2,0.0,1,68248,97474,29226,50,False,0,20,50,5.666666666666667,90.0,4.800000000000001,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,6.8,1,2,43,1,1.0,5,0.01,1.0,0.99,0.28,201,0,1,9.3,45.8,2024-01-20T12:30:00Z,80,8,0,0,0,0,21,0,1911600,1,0,5,46.0,17,73441,169758,96317,50,True,0,21,50,4.0,90.0,5.0,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,7.5,0,0,12,0,8.9,5,0.04,0.04,0.0,0.4,215,1,0,2.9,19.6,2024-01-30T19:30:00Z,90,16,0,0,0,0,22,0,1931801,1,2,1,0.0,2,19779,84163,64384,50,False,0,22,50,6.333333333333333,86.66666666666667,5.666666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,6.0,0,0,1,0,3.9,5,0.01,0.15,0.14,0.41,221,1,0,2.5,10.2,2024-02-04T16:30:00Z,90,11,1,0,0,0,23,0,1955003,1,1,3,11.0,-1,20236,48723,28487,50,True,1,23,50,6.666666666666667,86.66666666666667,5.300000000000001,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,8.0,0,0,38,1,0.2,5,0.01,0.64,0.63,0.21,239,0,1,12.9,62.8,2024-02-11T14:00:00Z,90,19,0,0,0,0,24,0,2027024,1,6,0,66.0,12,65416,102969,37553,50,False,0,24,50,6.0,86.66666666666667,4.900000000000001,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.3,0,0,31,1,0.8,5,0.01,0.03,0.02,0.26,242,0,0,4.6,26.2,2024-02-17T15:00:00Z,90,6,0,0,0,0,25,0,2429400,1,5,0,19.0,6,349019,372017,22998,51,False,0,25,51,4.333333333333333,90.0,6.100000000000001,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,0.0,0,0,14,0,3.8,5,0.03,0.24,0.21,0.16,251,1,0,5.5,16.2,2024-02-24T20:00:00Z,90,15,0,0,0,0,26,0,2751751,1,1,4,35.0,2,318329,348761,30432,52,True,0,26,52,5.666666666666667,90.0,6.666666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,8.0,0,0,28,1,9.8,5,0.06,0.06,0.0,0.23,269,0,0,3.0,20.0,2024-03-04T20:00:00Z,90,17,0,0,0,0,27,0,2896583,1,6,0,0.0,6,185766,206104,20338,53,False,0,27,53,6.666666666666667,90.0,7.666666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.8,0,0,12,0,3.8,5,0.03,0.31,0.28,0.97,271,1,0,3.8,17.4,2024-03-09T17:30:00Z,90,4,0,0,0,0,28,0,2976488,1,1,2,17.0,1,74993,102066,27073,53,True,1,28,53,4.666666666666667,90.0,4.366666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,3.2,0,0,19,1,0.6,5,0.0,0.0,0.0,0.95,296,0,0,0.7,6.4,2024-03-31T15:30:00Z,90,13,0,0,0,0,30,0,2723175,1,0,0,0.0,6,-160784,38807,199591,53,False,0,30,53,3.0,90.0,4.1000000000000005,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.8,0,0,25,1,2.6,5,0.01,0.01,0.0,0.27,301,0,0,2.1,18.2,2024-04-03T18:30:00Z,90,12,0,0,0,0,31,0,2823227,1,0,2,0.0,6,94357,122517,28160,53,True,0,31,53,4.333333333333333,90.0,2.5000000000000004,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.8,0,0,18,1,1.3,5,0.01,0.7,0.69,0.53,312,0,0,7.3,16.4,2024-04-06T16:30:00Z,90,5,0,0,0,0,32,0,2923036,1,3,0,55.0,6,96134,110196,14062,53,False,0,32,53,4.333333333333333,90.0,2.2000000000000006,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.0,0,0,10,0,2.1,5,0.01,0.01,0.0,1.13,321,2,0,1.9,16.6,2024-04-14T15:30:00Z,90,2,0,0,0,0,33,0,3013384,1,2,0,0.0,0,85944,110099,24155,54,True,1,33,54,6.0,90.0,3.366666666666667,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,12.0,0,0,24,1,1.1,5,0.0,0.0,0.0,0.14,340,0,0,0.9,8.2,2024-04-20T18:30:00Z,90,20,0,0,0,0,34,0,3136247,1,2,0,0.0,6,117732,150467,32735,54,False,0,34,54,4.0,90.0,3.7666666666666675,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,12.0,0,0,27,1,1.3,5,0.01,0.01,0.0,1.61,281,0,0,2.2,20.8,2024-04-23T19:00:00Z,90,7,0,0,0,0,34,0,3136247,1,0,5,0.0,6,117732,150467,32735,54,True,0,34,54,4.0,90.0,3.3666666666666676,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,4.7,0,0,14,0,0.8,5,0.03,0.03,0.0,2.37,348,2,0,1.5,13.8,2024-04-28T13:00:00Z,90,18,0,0,0,0,35,0,3077456,1,3,2,0.0,1,-55775,67390,123165,54,False,0,35,54,4.0,90.0,1.6666666666666672,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.0,0,1,27,1,1.3,5,0.01,0.14,0.13,0.37,351,0,0,1.7,8.6,2024-05-04T11:30:00Z,90,3,0,0,0,0,36,0,3091835,1,0,3,7.0,7,7325,57942,50617,54,True,0,36,54,4.333333333333333,90.0,1.5333333333333339,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,6.4,0,1,27,1,0.9,5,0.01,0.23,0.22,0.64,365,0,0,2.4,16.4,2024-05-12T15:30:00Z,90,14,0,0,0,0,37,0,2983805,1,1,0,7.0,7,-73465,47014,120479,54,False,0,37,54,4.666666666666667,90.0,1.8000000000000007,2023-24,,,,,,,,,,,,
Gabriel dos Santos Magalhães,DEF,Arsenal,5.0,0,0,10,0,2.8,5,0.02,0.07,0.05,0.46,371,1,0,1.7,10.0,2024-05-19T15:00:00Z,58,9,0,0,0,0,38,0,3091667,1,1,2,4.0,1,64462,87717,23255,54,True,0,38,54,5.0,90.0,1.8666666666666671,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.5,0,0,-1,1,13.8,6,0.05,0.07,0.02,1.06,12,0,0,1.9,0.0,2023-08-21T19:00:00Z,90,8,0,0,0,0,2,0,377081,1,1,0,6.0,2,-63530,8492,72022,75,False,1,2,75,2.0,90.0,5.5,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.2,0,0,2,0,23.6,6,0.14,0.41,0.27,0.29,21,1,0,4.2,5.4,2023-08-26T14:00:00Z,55,10,0,0,0,0,3,0,308042,1,2,2,13.0,1,-76821,5577,82398,74,True,0,3,74,2.0,90.0,3.7,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,1.8,0,0,5,0,12.3,6,0.04,0.4,0.36,0.9,31,1,0,4.1,7.8,2023-09-03T15:30:00Z,76,14,0,0,0,0,4,0,228041,1,1,3,21.0,2,-84114,1637,85751,73,True,0,4,73,1.6666666666666667,78.33333333333333,3.8666666666666667,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.0,0,0,4,0,0.3,6,0.0,0.0,0.0,0.1,43,0,0,0.5,2.4,2023-09-17T15:30:00Z,10,9,0,0,0,0,5,0,197269,0,1,0,2.0,1,-36089,2545,38634,72,False,0,5,72,1.6666666666666667,73.66666666666667,3.4,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,1.5,0,0,-1,0,1.7,6,0.01,0.07,0.06,0.6,51,1,0,1.0,5.2,2023-09-24T13:00:00Z,45,18,0,0,0,0,6,0,180502,0,2,2,3.0,0,-18641,1928,20569,72,True,1,6,72,1.3333333333333333,47.0,2.933333333333333,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.2,0,0,18,1,3.5,6,0.02,0.84,0.82,0.69,62,0,1,6.9,39.6,2023-09-30T14:00:00Z,80,3,0,0,0,0,7,0,170271,1,4,0,26.0,7,-11888,4545,16433,71,False,1,7,71,1.0,43.666666666666664,1.8666666666666665,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.2,1,0,12,0,11.4,6,0.03,0.03,0.0,0.0,71,0,0,3.5,17.2,2023-10-08T15:30:00Z,15,13,0,0,0,0,8,0,167477,0,0,1,6.0,4,-4475,3258,7733,71,True,0,8,71,2.6666666666666665,45.0,2.8000000000000003,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,4.5,0,0,2,0,0.8,6,0.01,0.01,0.0,0.02,84,0,0,0.1,0.0,2023-10-21T16:30:00Z,12,7,0,0,0,0,9,0,165616,0,2,2,0.0,1,-3441,2375,5816,71,False,0,9,71,3.6666666666666665,46.666666666666664,3.8000000000000003,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.7,0,0,7,1,16.3,6,0.04,0.32,0.28,0.03,91,0,0,3.0,4.2,2023-10-28T14:00:00Z,90,17,0,0,0,0,10,0,160775,1,0,5,9.0,3,-5493,1292,6785,71,True,0,10,71,4.0,35.666666666666664,3.5,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,1.7,0,0,5,0,3.3,6,0.06,0.14,0.08,1.09,107,1,0,3.2,5.2,2023-11-04T17:30:00Z,90,15,0,0,0,0,11,0,156522,1,0,1,23.0,1,-4952,869,5821,71,False,1,11,71,2.6666666666666665,39.0,2.1999999999999997,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.7,0,0,0,0,12.5,6,0.05,0.41,0.36,0.26,111,1,0,3.4,0.0,2023-11-11T15:00:00Z,58,6,0,0,0,0,12,0,158817,1,1,3,23.0,1,1092,4858,3766,71,True,0,12,71,1.6666666666666667,64.0,2.1,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.2,0,0,22,0,1.2,6,0.0,0.32,0.32,0.0,121,0,1,7.3,36.8,2023-11-25T17:30:00Z,11,4,0,0,0,0,13,0,156951,0,1,0,35.0,6,-2707,2573,5280,71,False,0,13,71,1.6666666666666667,79.33333333333333,3.2000000000000006,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.7,0,0,3,0,0.5,6,0.0,0.0,0.0,0.13,131,1,0,0.2,1.4,2023-12-02T15:00:00Z,12,20,0,0,0,0,14,0,167388,0,1,2,0.0,1,9277,11516,2239,71,True,0,14,71,2.6666666666666665,53.0,4.633333333333334,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,4.8,0,0,25,0,42.0,6,0.07,0.99,0.92,0.5,146,3,1,12.0,41.0,2023-12-05T20:15:00Z,90,12,0,0,0,0,15,0,166167,1,4,3,37.0,7,-1402,3805,5207,71,False,0,15,71,2.6666666666666665,27.0,3.633333333333333,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.9,0,0,6,0,22.3,6,0.27,0.29,0.02,0.51,151,1,0,5.2,8.6,2023-12-09T17:30:00Z,90,2,0,0,0,0,16,0,172580,1,0,1,21.0,2,5391,8706,3315,71,False,0,16,71,4.666666666666667,37.666666666666664,6.5,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,5.3,0,0,24,1,6.6,6,0.04,0.67,0.63,0.67,161,0,1,6.7,30.6,2023-12-17T14:00:00Z,88,5,0,0,0,0,17,0,175525,1,0,2,30.0,8,1854,6633,4779,71,True,0,17,71,3.3333333333333335,64.0,5.8,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,4.2,0,0,2,0,5.3,6,0.02,0.04,0.02,0.95,174,1,0,1.6,2.2,2023-12-23T17:30:00Z,90,11,0,0,0,0,18,0,182893,1,1,1,8.0,1,6037,9035,2998,71,False,1,18,71,5.666666666666667,89.33333333333333,7.966666666666666,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.8,0,0,6,0,14.3,6,0.01,0.01,0.0,1.17,193,2,0,1.7,2.4,2023-12-31T14:00:00Z,76,10,0,0,0,0,20,0,170193,1,1,2,0.0,2,-2033,3842,5875,71,False,0,20,71,3.6666666666666665,89.33333333333333,4.5,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.2,0,0,5,1,2.3,6,0.12,0.12,0.0,0.28,201,0,0,1.2,5.8,2024-01-20T12:30:00Z,68,8,0,0,0,0,21,0,172722,1,0,5,4.0,3,691,7547,6856,71,True,0,21,71,3.6666666666666665,84.66666666666667,3.333333333333334,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.5,0,0,4,0,10.6,6,0.0,0.0,0.0,0.32,215,1,0,1.8,5.6,2024-01-30T19:30:00Z,19,16,0,0,0,0,22,0,170472,0,2,1,2.0,1,-3265,2527,5792,71,False,0,22,71,2.0,78.0,1.5,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,2.7,1,0,4,0,25.8,6,0.04,1.06,1.02,0.41,221,1,0,8.6,11.6,2024-02-04T16:30:00Z,90,11,0,0,0,0,23,0,166500,1,1,3,49.0,4,-4196,335,4531,71,True,1,23,71,2.0,54.333333333333336,1.5666666666666667,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,3.3,0,0,13,1,37.8,6,0.19,0.27,0.08,0.21,239,0,0,7.9,14.8,2024-02-11T14:00:00Z,90,19,0,0,0,0,24,0,165031,1,6,0,26.0,3,-2115,1476,3591,71,False,0,24,71,2.6666666666666665,59.0,3.8666666666666667,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,5.5,1,1,38,1,11.8,6,0.05,0.83,0.78,0.18,242,0,1,8.8,40.6,2024-02-17T15:00:00Z,83,6,0,0,0,0,25,0,163708,1,5,0,36.0,12,-1849,2042,3891,71,False,0,25,71,2.6666666666666665,66.33333333333333,6.1000000000000005,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,0.0,1,3,31,1,14.8,6,0.06,1.18,1.12,0.09,251,0,1,9.5,47.4,2024-02-24T20:00:00Z,75,15,0,0,0,0,26,0,174090,1,1,4,33.0,14,7490,9861,2371,71,True,0,26,71,6.333333333333333,87.66666666666667,8.433333333333334,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,12.3,1,3,41,1,48.8,6,0.16,0.33,0.17,0.23,269,0,1,16.1,62.6,2024-03-04T20:00:00Z,90,17,0,0,0,0,27,0,234648,1,6,0,50.0,14,59959,63773,3814,71,False,0,27,71,9.666666666666666,82.66666666666667,8.733333333333334,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,12.8,0,1,26,0,5.3,6,0.06,0.59,0.53,0.97,271,1,1,8.8,34.6,2024-03-09T17:30:00Z,90,4,0,0,0,0,28,0,312262,1,1,2,48.0,7,73678,80042,6364,71,True,1,28,71,13.333333333333334,82.66666666666667,11.466666666666669,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,8.0,0,0,2,1,0.8,6,0.01,0.34,0.33,0.95,296,0,0,4.1,7.4,2024-03-31T15:30:00Z,90,13,0,0,0,0,30,0,347521,1,0,0,33.0,3,38863,59634,20771,72,False,0,30,72,11.666666666666666,85.0,11.466666666666669,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,6.5,1,0,14,1,14.9,6,0.12,0.19,0.07,0.1,301,0,0,6.3,18.4,2024-04-03T18:30:00Z,65,12,0,0,0,0,31,0,436575,1,0,2,30.0,5,87589,99612,12023,72,True,1,31,72,8.0,90.0,9.666666666666666,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,8.2,1,3,38,1,47.3,6,0.49,1.1,0.61,0.38,312,0,1,15.6,57.0,2024-04-06T16:30:00Z,88,5,0,0,0,0,32,0,459968,1,3,0,52.0,14,23167,46117,22950,73,False,0,32,73,5.0,81.66666666666667,6.3999999999999995,2023-24,,,,,,,,,,,,
Kai Havertz,MID,Arsenal,6.3,0,0,1,0,20.2,6,0.29,0.48,0.19,1.13,321,2,0,8.8,11.8,2024-04-14T15:30:00Z,90,2,0,0,0,0,33,0,672956,1,2,0,56.0,1,210403,223634,13231,74,True,1,33,74,7.333333333333333,81.0,8.666666666666666,2023-24,,,,,,,,,,,,
